date,brand_key,brand_name,rank,title,href,href_clean,plan_start,plan_end,img_url,img_local,img_status,img_w,img_h,img_bytes
2026-02-13,tnf,The North Face,1,NEW YEAR HOLIDAYS,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92966,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92966,2025-09-21,2028-09-20,https://image.thenorthfacekorea.co.kr/cmsstatic/260200_공식몰_설연휴_프로모션_main_banner_PC.webp,tnf_1_b3b1e8bf62.jpg,ok,1100,500,56672
2026-02-13,tnf,The North Face,2,TNF100 COLLECTION,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92963,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92963,2025-09-21,2028-09-20,https://image.thenorthfacekorea.co.kr/cmsstatic/17611/260100_TNF100_main_banner_PC.webp,tnf_2_7ec766bae1.jpg,ok,1100,500,113334
2026-02-13,tnf,The North Face,3,"SHINY DAYS PINKY DREAMS 설레는 첫 등굣길, 핑크빛 꿈을 담은 백팩 컬렉션",https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92960,https://www.thenorthfacekorea.co.kr/event/eventCategoryNF?pagetype=view&storageId=92960,2025-09-21,2028-09-20,https://image.thenorthfacekorea.co.kr/cmsstatic/260100_공식몰_걸즈_신학기_백팩_기획전-main_banner_PC.webp,tnf_3_0da526ae70.jpg,ok,1100,500,81186
2026-02-13,patagonia,Patagonia,1,main visual section,https://www.patagonia.co.kr/shop/goodsList/001005001000000,https://www.patagonia.co.kr/shop/goodsList/001005001000000,,,https://patagonia.edge.naverncp.com/banner/S26_NewArrivals_banner.jpg,patagonia_1_ebd55fa479.jpg,ok,1100,618,180428
2026-02-13,arcteryx,Arc'teryx,1,HERE FOR IT ALL,https://arcteryx.co.kr/products/category/54,https://arcteryx.co.kr/products/category/54,,,https://public.arcteryx.co.kr/images/banner/VJVLba2x81jUuJ2q1u5yzi1UDYMk0Qqyj2HG7Mho.jpg,arcteryx_1_a82a7dd297.jpg,ok,1100,618,108590
2026-02-13,salomon,Salomon,1,TIMELESS TRAIL COLLECTION,https://salomon.co.kr/collections/26ss_app_trail-running,https://salomon.co.kr/collections/26ss_app_trail-running,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120_1_02_180x.jpg?v=1770946914,salomon_1_8b885946f1.jpg,ok,180,70,5277
2026-02-13,salomon,Salomon,2,ENGINEERED TO EXPLORE SLATE COLLECTION,https://salomon.co.kr/collections/26ss_app_slate-feb,https://salomon.co.kr/collections/26ss_app_slate-feb,,,https://salomon.co.kr/cdn/shop/files/1_PC_82fff1ba-5de6-4092-af6d-80bb92f00ef0_180x.png?v=1770689930,salomon_2_5caa888337.jpg,ok,180,70,3747
2026-02-13,salomon,Salomon,3,COMFORT FOR THE LONG RUN 울트라 글라이드 4,https://salomon.co.kr/collections/26ss_event_ultra-glide-4-wide,https://salomon.co.kr/collections/26ss_event_ultra-glide-4-wide,,,https://salomon.co.kr/cdn/shop/files/PC_main_2880x1120-1_02_59abca3a-545b-4770-a156-cb2acae06e90_180x.jpg?v=1770169906,salomon_3_08f674739c.jpg,ok,180,70,2803
2026-02-13,snowpeak,Snow Peak,1,일상 속 자연 with V 26 Spring Collection,http://snowpeakstore.co.kr/goods/event_sale.php?sno=557,http://snowpeakstore.co.kr/goods/event_sale.php?sno=557,,,https://snowpetr1909.cdn-nhncommerce.com/data/skin/front/260212/img/banner/59e9891dc0c551a23058f21436f1ed89_72113.jpg,snowpeak_1_5b480abd88.jpg,ok,1100,575,66853
2026-02-13,snowpeak,Snow Peak,2,뷔와 함께한 New 컬렉션 Special Event,http://snowpeakstore.co.kr/goods/event_sale.php?sno=558,http://snowpeakstore.co.kr/goods/event_sale.php?sno=558,,,https://snowpetr1909.cdn-nhncommerce.com/data/skin/front/260212/img/banner/e0cfe156e14b0115e3750d3596f20fbf_67049.jpg,snowpeak_2_92b1f13528.jpg,ok,1100,575,35711
2026-02-13,snowpeak,Snow Peak,3,매일 입기 좋은 편안함 Sweat Collection,https://snowpeakstore.co.kr/goods/event_sale.php?sno=553,https://snowpeakstore.co.kr/goods/event_sale.php?sno=553,,,https://snowpetr1909.cdn-nhncommerce.com/data/skin/front/260212/img/banner/6720311294a2986df6ad75a36e7e4c98_14597.jpg,snowpeak_3_1fff6446ac.jpg,ok,1100,575,45451
2026-02-13,blackyak,Black Yak,1,"봄,여름 이월 상품 OPEN 자켓 4만원대부터~ 2026.02.11(WED) ~ 재고소진시까지",https://www.byn.kr/_exh/?no=2065&utm_source=BY_pc&utm_medium=pc_by_main_banner_0211,https://www.byn.kr/_exh/?no=2065,,,https://cdn.byn.kr/real/_data/banner/aca8d01a73b3bb22f3529d0b920cd52b.jpg,blackyak_1_fd0f0030aa.jpg,ok,1100,538,164368
2026-02-13,blackyak,Black Yak,2,"봄 아웃도어 체크리스트 첫 봄 산행, 무엇을 챙기셨나요? 26년 봄 신상품 6% 할인 2026.02.06(FRI) ~ 2026.02.28(SAT)",https://www.byn.kr/_exh/?no=2062,https://www.byn.kr/_exh/?no=2062,,,https://cdn.byn.kr/real/_data/banner/72b73112da3a1cf0ccf3d549e5f72f89.jpg,blackyak_2_126f6326f4.jpg,ok,1100,538,241806
2026-02-13,blackyak,Black Yak,3,2026 NEW 위시리스트 담기! 하트 클릭하고 추가 10% 받기 2026.02.02(MON) ~ 02.28(SAT),https://www.byn.kr/_exh/?no=2049,https://www.byn.kr/_exh/?no=2049,,,https://cdn.byn.kr/real/_data/banner/d2dac4e3cfa8e29aa3ead871cdbf187c.jpg,blackyak_3_db256c15cb.jpg,ok,1100,538,137998
2026-02-13,natgeo,National Geographic,1,"지구, 경이로운 행성",https://www.natgeokorea.com/,https://www.natgeokorea.com/,,,https://www.natgeokorea.com/lib/thumb/phpThumb.php?src=%2Fuploads%2F01_81.jpg&w=1200&sia=DISNEY_PLUS&q=75&hash=de0ccb4260fdc3fc26c4547f00d31212,natgeo_1_08ddafe0ce.jpg,ok,1100,618,90858
2026-02-13,natgeo,National Geographic,2,"지구, 경이로운 행성",https://natgeokorea.com/program.php?p=176,https://natgeokorea.com/program.php?p=176,,,https://www.natgeokorea.com/assets/img/ar-left.png,natgeo_3_d895b5fda6.jpg,ok,20,36,293
2026-02-13,kolonsport,Kolon Sport,1,공식 온라인몰 사칭 사이트 주의 안내,https://www.kolonsport.com/Notice/725?itm_bc=PC_3099_%ED%99%88&itm_ba=2_d9f10_LineBanner_%EC%B5%9C%EC%83%81%EB%8B%A8%20%EB%9D%A0%EB%B0%B0%EB%84%88&itm_bl=%EC%BD%94%EC%8A%A4%EB%8B%B7%EC%BB%B4_%EA%B3%B5%EC%8B%9D%20%EC%98%A8%EB%9D%BC%EC%9D%B8%EB%AA%B0%20%EC%82%AC%EC%B9%AD%20%EC%82%AC%EC%9D%B4%ED%8A%B8%20%EC%A3%BC%EC%9D%98%20%EC%95%88%EB%82%B4_260126,https://www.kolonsport.com/Notice/725?itm_bc=PC_3099_%ED%99%88&itm_ba=2_d9f10_LineBanner_%EC%B5%9C%EC%83%81%EB%8B%A8+%EB%9D%A0%EB%B0%B0%EB%84%88&itm_bl=%EC%BD%94%EC%8A%A4%EB%8B%B7%EC%BB%B4_%EA%B3%B5%EC%8B%9D+%EC%98%A8%EB%9D%BC%EC%9D%B8%EB%AA%B0+%EC%82%AC%EC%B9%AD+%EC%82%AC%EC%9D%B4%ED%8A%B8+%EC%A3%BC%EC%9D%98+%EC%95%88%EB%82%B4_260126,,,https://images3.kolonmall.com/upload/content/e34f8f2b-52cb-4ac5-83a3-3bdbcd7d464b/WM_logo_3.svg,kolonsport_1_d26c2d5b4a.jpg,ok,0,0,6684
2026-02-13,kolonmall,Kolon Mall,1,메인 배너,https://www.kolonmall.com/Special/252463,https://www.kolonmall.com/Special/252463,2026-02-09,2026-02-18,https://images3.kolonmall.com/upload/banner/815f669e-9a69-4c71-a2b6-a9e26ada78bf/4431528f-5416-42c2-b2e9-60969e8fdf9c.jpg,kolonmall_1_dee0def300.jpg,ok,750,1000,75566
2026-02-13,kolonmall,Kolon Mall,2,해외 브랜드 설맞이 특가,https://www.kolonmall.com/Special/252694,https://www.kolonmall.com/Special/252694,,,https://images3.kolonmall.com/upload/banner/bea8661d-e1ab-4a62-aa4f-8463a8a4f428/651a2afa-6d98-45bd-9be5-21dcfae474c0.jpg,kolonmall_2_73a3ba728b.jpg,ok,750,1000,94855
2026-02-13,kolonmall,Kolon Mall,3,품격을 더하는 미니멀리즘,https://www.kolonmall.com/Special/252409,https://www.kolonmall.com/Special/252409,,,https://images3.kolonmall.com/upload/banner/0343b15a-7098-4ca8-945c-3fb0ff1ba691/a8928377-3023-4f49-8724-d1d62dc03dcd.webp,kolonmall_3_fb54337bf3.jpg,ok,750,1000,142310
2026-02-13,k2,K-Village,1,메인 배너,javascript:void(0),javascript:void(0),,,https://contents.k-village.co.kr/VSL_con/20260129/img/masked_4d23420377f8.gif/k2dims/optimize,k2_1_d12c319649.jpg,ok,1100,401,36889
2026-02-13,montbell,Montbell,1,메인 배너,https://www.montbell.co.kr/shop/event.php?ev_id=1768962440,https://www.montbell.co.kr/shop/event.php?ev_id=1768962440,,,https://www.montbell.co.kr/data/apms/background/2601_1920x800_Granola-Core.jpg,montbell_1_16fac001ac.jpg,ok,1100,458,79222
2026-02-13,montbell,Montbell,2,메인 배너,https://www.montbell.co.kr/shop/event.php?ev_id=1761109413,https://www.montbell.co.kr/shop/event.php?ev_id=1761109413,,,https://www.montbell.co.kr/data/apms/background/2510_1920x800_superior_down.jpg,montbell_2_4662365db5.jpg,ok,1100,458,74168
2026-02-13,montbell,Montbell,3,메인 배너,https://www.montbell.co.kr/shop/event.php?ev_id=1761008866,https://www.montbell.co.kr/shop/event.php?ev_id=1761008866,,,https://www.montbell.co.kr/data/apms/background/2510_1920x800_down_g.jpg,montbell_3_56a1e68a05.jpg,ok,1100,458,68436
2026-02-13,eider,Eider,1,걷는게 취미가 된다,https://www.k-village.co.kr/exhibitionDetail?spexhNo=2362,https://www.k-village.co.kr/exhibitionDetail?spexhNo=2362,,,https://static.eider.co.kr/2026/02/D4L7XC-%EC%A0%9C%EB%AA%A9%20%EC%97%86%EC%9D%8C.jpg?w=1440&q=80&f=webp,eider_1_c1f6801167.jpg,ok,1100,1650,265037
2026-02-13,eider,Eider,2,활동별 추천 #1,https://www.eider.co.kr/activity/G1MPBV,https://www.eider.co.kr/activity/G1MPBV,,,https://static.eider.co.kr/89HD12-7.png?w=640&q=80&f=webp,eider_2_7bc76fd640.jpg,ok,640,1142,140699
2026-02-13,millet,Millet,1,설맞이,https://www.millet.co.kr/front/promo/event/296,https://www.millet.co.kr/front/promo/event/296,2026-02-06,2026-02-18,https://www.millet.co.kr/data/banner/Y9KnBC3L.sknawwqa0mk1.jpg,millet_1_5a138f9f98.jpg,ok,1100,451,61695
2026-02-13,millet,Millet,2,mxp 컬렉션,https://www.millet.co.kr/front/promo/event/299,https://www.millet.co.kr/front/promo/event/299,2026-02-12,2026-02-22,https://www.millet.co.kr/data/banner/Y9KnBC3L.s4xxoq6kla3n.jpg,millet_2_21f842f8c7.jpg,ok,1100,451,44258
2026-02-13,millet,Millet,3,콜드제로 시테,https://www.millet.co.kr/front/promo/event/292,https://www.millet.co.kr/front/promo/event/292,2026-01-06,2026-02-28,https://www.millet.co.kr/data/banner/Y9KnBC3L.s506aov2a81f.jpg,millet_3_77051f5ba0.jpg,ok,1100,451,127438
